date,state,total_vaccinations,total_distributed,people_vaccinated,people_fully_vaccinated_per_hundred,total_vaccinations_per_hundred,people_fully_vaccinated,people_vaccinated_per_hundred,distributed_per_hundred,daily_vaccinations_raw,daily_vaccinations,daily_vaccinations_per_million,share_doses_used
2021-02-26,North Dakota,212625,245200,138240,9.47,27.9,72168,18.14,32.18,8714,4329,5681,0.867
2021-02-25,North Dakota,203911,241100,133058,9.01,26.76,68641,17.46,31.64,4098,6737,8840,0.846
2021-02-24,North Dakota,199813,233550,130597,8.79,26.22,67006,17.14,30.65,3237,6532,8571,0.856
2021-02-23,North Dakota,196576,217480,128669,8.62,25.8,65701,16.88,28.54,211,6164,8089,0.904
2021-02-22,North Dakota,196365,198650,128657,8.6,25.77,65503,16.88,26.07,1959,6456,8472,0.988
2021-02-21,North Dakota,194406,198650,126909,8.57,25.51,65293,16.65,26.07,5910,6499,8528,0.979
2021-02-20,North Dakota,188496,198650,124671,8.09,24.74,61624,16.36,26.07,6171,6331,8308,0.949
2021-02-19,North Dakota,182325,192100,122026,7.62,23.92,58099,16.01,25.21,25574,6133,8048,0.949
2021-02-18,North Dakota,156751,163150,104196,6.62,20.57,50438,13.67,21.41,2664,3305,4337,0.961
2021-02-17,North Dakota,154087,163150,102414,6.51,20.22,49615,13.44,21.41,660,3438,4511,0.944
2021-02-16,North Dakota,153427,162175,102151,6.46,20.13,49263,13.4,21.28,2255.5,3378,4433,0.946
2021-02-15,North Dakota,,,,,,,,,2255.5,3056,4010,
2021-02-14,North Dakota,148916,155375,99364,6.24,19.54,47552,13.04,20.39,4737,3156,4141,0.958
2021-02-13,North Dakota,144179,155375,96731,5.97,18.92,45474,12.69,20.39,4787,3348,4393,0.928
2021-02-12,North Dakota,139392,155375,94160,5.68,18.29,43276,12.36,20.39,5776,3795,4980,0.897
2021-02-11,North Dakota,133616,155375,90939,5.34,17.53,40721,11.93,20.39,3597,3817,5009,0.86
2021-02-10,North Dakota,130019,143400,88917,5.14,17.06,39154,11.67,18.82,239,3778,4958,0.907
2021-02-09,North Dakota,129780,143400,87633,5.04,17.03,38417,11.5,18.82,0,4256,5585,0.905
2021-02-08,North Dakota,129780,131625,87633,5.04,17.03,38417,11.5,17.27,2958,4328,5679,0.986
2021-02-07,North Dakota,126822,131625,85482,4.94,16.64,37651,11.22,17.27,6080,4130,5420,0.964
2021-02-06,North Dakota,120742,131625,81935,4.61,15.84,35123,10.75,17.27,7915,4165,5465,0.917
2021-02-05,North Dakota,112827,131625,78325,4.04,14.8,30829,10.28,17.27,5927,3807,4996,0.857
2021-02-04,North Dakota,106900,131625,74387,3.78,14.03,28847,9.76,17.27,3328,3836,5034,0.812
2021-02-03,North Dakota,103572,122150,72589,3.6,13.59,27418,9.52,16.03,3582,3763,4938,0.848
2021-02-02,North Dakota,99990,122050,71735,3.48,13.12,26493,9.41,16.02,509,3505,4599,0.819
2021-02-01,North Dakota,99481,108050,71587,3.43,13.05,26136,9.39,14.18,1566,3463,4544,0.921
2021-01-31,North Dakota,97915,108050,70822,3.33,12.85,25359,9.29,14.18,6330,3534,4637,0.906
2021-01-30,North Dakota,91585,108050,66885,3.01,12.02,22968,8.78,14.18,5410,3227,4235,0.848
2021-01-29,North Dakota,86175,106875,63773,2.72,11.31,20700,8.37,14.02,6124,3153,4137,0.806
2021-01-28,North Dakota,80051,105900,60164,2.39,10.5,18244,7.9,13.9,2821,2972,3900,0.756
2021-01-27,North Dakota,77230,96425,58673,2.22,10.13,16952,7.7,12.65,1773,2796,3669,0.801
2021-01-26,North Dakota,75457,86750,58131,2.07,9.9,15742,7.63,11.38,215,2693,3534,0.87
2021-01-25,North Dakota,75242,86750,57996,2.06,9.87,15680,7.61,11.38,2067,3026,3971,0.867
2021-01-24,North Dakota,73175,86750,56158,2.05,9.6,15589,7.37,11.38,4176,3095,4061,0.844
2021-01-23,North Dakota,68999,86750,53491,1.89,9.05,14412,7.02,11.38,4894,2863,3757,0.795
2021-01-22,North Dakota,64105,86750,51018,1.63,8.41,12428,6.69,11.38,4860,2528,3317,0.739
2021-01-21,North Dakota,59245,82850,48986,1.3,7.77,9881,6.43,10.87,1588,2353,3088,0.715
2021-01-20,North Dakota,57657,78150,48350,1.18,7.57,8954,6.35,10.26,1049,2418,3173,0.738
2021-01-19,North Dakota,56608,68675,47616,1.13,7.43,8641,6.25,9.01,2549.5,2447,3211,0.824
2021-01-18,North Dakota,,,,,,,,,2549.5,2430,3189,
2021-01-17,North Dakota,,,,,,,,,2549.5,2406,3157,
2021-01-16,North Dakota,,,,,,,,,2549.5,2370,3110,
2021-01-15,North Dakota,46410,68675,38506,0.99,6.09,7555,5.05,9.01,3636,2310,3031,0.676
2021-01-14,North Dakota,42774,68675,35293,,5.61,,4.63,9.01,2046,1648,2163,0.623
2021-01-13,North Dakota,40728,66725,34317,0.84,5.34,6395,4.5,8.76,1249,1249,1639,0.61
2021-01-12,North Dakota,39479,53525,33648,0.76,5.18,5815,4.42,7.02,,,,0.738
2021-03-03,Northern Mariana Islands,19225,43610,11260,13.98,33.8,7954,19.79,76.67,331,307,5397,0.441
2021-03-02,Northern Mariana Islands,18894,43610,11078,13.72,33.22,7806,19.48,76.67,311,359,6311,0.433
2021-03-01,Northern Mariana Islands,18583,29650,10931,13.44,32.67,7642,19.22,52.12,220,356,6259,0.627
2021-02-28,Northern Mariana Islands,18363,29650,10712,13.43,32.28,7641,18.83,52.12,242,349,6136,0.619
2021-02-27,Northern Mariana Islands,18121,29650,10559,13.28,31.86,7552,18.56,52.12,302,371,6522,0.611
2021-02-26,Northern Mariana Islands,17819,29650,10394,13.04,31.33,7415,18.27,52.12,346,328,5766,0.601
2021-02-25,Northern Mariana Islands,17473,29650,10129,12.89,30.72,7334,17.81,52.12,399,337,5925,0.589
2021-02-24,Northern Mariana Islands,17074,29650,9996,12.43,30.02,7068,17.57,52.12,692,333,5854,0.576
2021-02-23,Northern Mariana Islands,16382,29650,9696,11.74,28.8,6676,17.05,52.12,291,280,4922,0.553
2021-02-22,Northern Mariana Islands,16091,29650,9575,11.44,28.29,6506,16.83,52.12,169,286,5028,0.543
2021-02-21,Northern Mariana Islands,15922,29650,9575,11.14,27.99,6337,16.83,52.12,397,310,5450,0.537
2021-02-20,Northern Mariana Islands,15525,29650,9310,10.91,27.29,6205,16.37,52.12,0,304,5344,0.524
2021-02-19,Northern Mariana Islands,15525,29650,9310,10.91,27.29,6205,16.37,52.12,413,365,6417,0.524
2021-02-18,Northern Mariana Islands,15112,29650,9187,10.4,26.57,5915,16.15,52.12,369,341,5995,0.51
2021-02-17,Northern Mariana Islands,14743,29650,9043,10.01,25.92,5691,15.9,52.12,324,316,5555,0.497
2021-02-16,Northern Mariana Islands,14419,29650,8945,9.61,25.35,5465,15.73,52.12,332.5,308,5415,0.486
2021-02-15,Northern Mariana Islands,,,,,,,,,332.5,310,5450,
2021-02-14,Northern Mariana Islands,13754,29650,8604,9.04,24.18,5141,15.13,52.12,360,266,4676,0.464
2021-02-13,Northern Mariana Islands,13394,29650,8596,8.42,23.55,4789,15.11,52.12,423,242,4254,0.452
2021-02-12,Northern Mariana Islands,12971,29650,8497,7.85,22.8,4465,14.94,52.12,243,234,4114,0.437
2021-02-11,Northern Mariana Islands,12728,29650,8344,7.69,22.38,4376,14.67,52.12,198,252,4430,0.429
2021-02-10,Northern Mariana Islands,12530,29650,8174,7.64,22.03,4348,14.37,52.12,266,268,4712,0.423
2021-02-09,Northern Mariana Islands,12264,29650,8023,7.44,21.56,4233,14.1,52.12,349,265,4659,0.414
2021-02-08,Northern Mariana Islands,11915,29650,7860,7.12,20.95,4048,13.82,52.12,26,252,4430,0.402
2021-02-07,Northern Mariana Islands,11889,29650,7847,7.09,20.9,4035,13.79,52.12,192,263,4624,0.401
2021-02-06,Northern Mariana Islands,11697,29650,7770,6.89,20.56,3920,13.66,52.12,365,281,4940,0.395
2021-02-05,Northern Mariana Islands,11332,29650,7633,6.49,19.92,3692,13.42,52.12,366,255,4483,0.382
2021-02-04,Northern Mariana Islands,10966,29650,7561,5.98,19.28,3399,13.29,52.12,311,245,4307,0.37
2021-02-03,Northern Mariana Islands,10655,29650,7271,5.94,18.73,3378,12.78,52.12,248,233,4096,0.359
2021-02-02,Northern Mariana Islands,10407,29650,7062,5.87,18.3,3341,12.42,52.12,259,238,4184,0.351
2021-02-01,Northern Mariana Islands,10148,21850,6897,5.71,17.84,3247,12.12,38.41,98,236,4149,0.464
2021-01-31,Northern Mariana Islands,10050,18650,6896,5.54,17.67,3150,12.12,32.79,317,237,4167,0.539
2021-01-30,Northern Mariana Islands,9733,18650,6671,5.38,17.11,3058,11.73,32.79,185,242,4254,0.522
2021-01-29,Northern Mariana Islands,9548,18650,6486,5.38,16.79,3058,11.4,32.79,297,261,4588,0.512
2021-01-28,Northern Mariana Islands,9251,18650,6189,5.38,16.26,3058,10.88,32.79,225,277,4870,0.496
2021-01-27,Northern Mariana Islands,9026,18650,5966,5.37,15.87,3056,10.49,32.79,288,319,5608,0.484
2021-01-26,Northern Mariana Islands,8738,18650,5679,5.37,15.36,3055,9.98,32.79,243,338,5942,0.469
2021-01-25,Northern Mariana Islands,8495,18650,5474,5.3,14.93,3017,9.62,32.79,105,356,6259,0.455
2021-01-24,Northern Mariana Islands,8390,18650,5369,5.3,14.75,3017,9.44,32.79,351,393,6909,0.45
2021-01-23,Northern Mariana Islands,8039,18650,5019,5.3,14.13,3016,8.82,32.79,319,395,6944,0.431
2021-01-22,Northern Mariana Islands,7720,18650,4700,5.3,13.57,3016,8.26,32.79,411,402,7067,0.414
2021-01-21,Northern Mariana Islands,7309,18650,4606,4.75,12.85,2700,8.1,32.79,518,387,6804,0.392
2021-01-20,Northern Mariana Islands,6791,18650,4569,3.9,11.94,2219,8.03,32.79,419,379,6663,0.364
2021-01-19,Northern Mariana Islands,6372,18650,4453,3.37,11.2,1916,7.83,32.79,365.75,379,6663,0.342
2021-01-18,Northern Mariana Islands,,,,,,,,,365.75,381,6698,
2021-01-17,Northern Mariana Islands,,,,,,,,,365.75,384,6751,
2021-01-16,Northern Mariana Islands,,,,,,,,,365.75,388,6821,
2021-01-15,Northern Mariana Islands,4909,18650,3760,2.02,8.63,1146,6.61,32.79,311,396,6962,0.263
2021-01-14,Northern Mariana Islands,4598,18650,3455,,8.08,,6.07,32.79,457,438,7700,0.247
2021-01-13,Northern Mariana Islands,4141,18650,1141,1.24,7.28,703,2.01,32.79,419,419,7366,0.222
2021-01-12,Northern Mariana Islands,3722,18650,1094,0.58,6.54,331,1.92,32.79,,,,0.2
2021-03-03,Ohio,2790056,3686255,1801523,8.38,23.87,978945,15.41,31.54,66848,71704,6134,0.757
2021-03-02,Ohio,2723208,3573485,1762491,8.14,23.3,951847,15.08,30.57,62364,70639,6043,0.762
2021-03-01,Ohio,2660844,3301865,1728576,7.9,22.76,923721,14.79,28.25,61038,66320,5674,0.806
2021-02-28,Ohio,2599806,3301865,1691901,7.7,22.24,899625,14.47,28.25,97952,65588,5611,0.787
2021-02-27,Ohio,2501854,3301865,1643306,7.28,21.4,851065,14.06,28.25,88690,62123,5315,0.758
2021-02-26,Ohio,2413164,3282255,1598364,6.91,20.64,808069,13.67,28.08,61582,59061,5053,0.735
2021-02-25,Ohio,2351582,3238385,1567124,6.66,20.12,778235,13.41,27.7,63454,70021,5990,0.726
2021-02-24,Ohio,2288128,3030705,1540690,6.35,19.58,741704,13.18,25.93,59396,66136,5658,0.755
2021-02-23,Ohio,2228732,2963035,1515448,6.06,19.07,708070,12.96,25.35,32125,61964,5301,0.752
2021-02-22,Ohio,2196607,2518775,1503346,5.89,18.79,688163,12.86,21.55,55919,64736,5538,0.872
2021-02-21,Ohio,2140688,2518775,1486509,5.56,18.31,649412,12.72,21.55,73693,64109,5485,0.85
2021-02-20,Ohio,2066995,2504150,1460227,5.16,17.68,602623,12.49,21.42,67259,64835,5547,0.825
2021-02-19,Ohio,1999736,2504150,1432292,4.82,17.11,563650,12.25,21.42,138302,65606,5613,0.799
2021-02-18,Ohio,1861434,2402050,1343458,4.4,15.92,514513,11.49,20.55,36256,57466,4916,0.775
2021-02-17,Ohio,1825178,2373775,1325650,4.24,15.61,496235,11.34,20.31,30196,59820,5118,0.769
2021-02-16,Ohio,1794982,2350375,1308980,4.13,15.36,482839,11.2,20.11,51528.5,60179,5148,0.764
2021-02-15,Ohio,,,,,,,,,51528.5,56733,4853,
2021-02-14,Ohio,1691925,2315100,1241257,3.83,14.47,447697,10.62,19.81,78772,56851,4864,0.731
2021-02-13,Ohio,1613153,2315100,1200949,3.5,13.8,409487,10.27,19.81,72662,52952,4530,0.697
2021-02-12,Ohio,1540491,2293650,1162381,3.21,13.18,375675,9.94,19.62,81317,51893,4439,0.672
2021-02-11,Ohio,1459174,2293650,1107677,2.99,12.48,349390,9.48,19.62,52737,47299,4046,0.636
2021-02-10,Ohio,1406437,2151175,1077597,2.8,12.03,326984,9.22,18.4,32709,45864,3924,0.654
2021-02-09,Ohio,1373728,2070625,1059251,2.68,11.75,312725,9.06,17.71,27408,46941,4016,0.663
2021-02-08,Ohio,1346320,1901750,1038595,2.62,11.52,306072,8.88,16.27,52355,48814,4176,0.708
2021-02-07,Ohio,1293965,1901750,1006750,2.44,11.07,285694,8.61,16.27,51478,48565,4155,0.68
2021-02-06,Ohio,1242487,1901750,975620,2.27,10.63,265445,8.35,16.27,65250,47355,4051,0.653
2021-02-05,Ohio,1177237,1901750,936321,2.05,10.07,239651,8.01,16.27,49155,47734,4084,0.619
2021-02-04,Ohio,1128082,1899800,908994,1.86,9.65,217948,7.78,16.25,42691,48316,4133,0.594
2021-02-03,Ohio,1085391,1812025,883630,1.72,9.28,200784,7.56,15.5,40252,48449,4145,0.599
2021-02-02,Ohio,1045139,1717875,854741,1.62,8.94,189502,7.31,14.7,40515,48159,4120,0.608
2021-02-01,Ohio,1004624,1553900,824597,1.53,8.6,179168,7.05,13.29,50611,45572,3899,0.647
2021-01-31,Ohio,954013,1553900,789605,1.4,8.16,163622,6.76,13.29,43009,43844,3751,0.614
2021-01-30,Ohio,911004,1553900,759337,1.29,7.79,150948,6.5,13.29,67905,45154,3863,0.586
2021-01-29,Ohio,843099,1553900,716677,1.08,7.21,125794,6.13,13.29,53230,42514,3637,0.543
2021-01-28,Ohio,789869,1532450,683323,0.91,6.76,106035,5.85,13.11,43620,43198,3696,0.515
2021-01-27,Ohio,746249,1507000,657075,0.76,6.38,88834,5.62,12.89,38223,36967,3163,0.495
2021-01-26,Ohio,708026,1406950,627390,0.69,6.06,80329,5.37,12.04,22404,33706,2884,0.503
2021-01-25,Ohio,685622,1233075,608379,0.66,5.86,76949,5.2,10.55,38518,33957,2905,0.556
2021-01-24,Ohio,647104,1233075,575488,0.61,5.54,71344,4.92,10.55,52180,31907,2730,0.525
2021-01-23,Ohio,594924,1233075,535544,0.51,5.09,59153,4.58,10.55,49425,27905,2387,0.482
2021-01-22,Ohio,545499,1222225,500557,0.38,4.67,44761,4.28,10.46,58018,24296,2079,0.446
2021-01-21,Ohio,487481,1122300,456424,0.26,4.17,30910,3.9,9.6,0,19865,1699,0.434
2021-01-20,Ohio,487481,1119175,456424,0.26,4.17,30910,3.9,9.57,15397,22595,1933,0.436
2021-01-19,Ohio,472084,968250,444812,0.23,4.04,27139,3.8,8.28,24164,22885,1958,0.488
2021-01-18,Ohio,,,,,,,,,24164,22672,1940,
2021-01-17,Ohio,,,,,,,,,24164,22373,1914,
2021-01-16,Ohio,,,,,,,,,24164,21926,1876,
2021-01-15,Ohio,375428,968250,361818,0.12,3.21,13552,3.1,8.28,27004,21179,1812,0.388
2021-01-14,Ohio,348424,967450,338961,,2.98,,2.9,8.28,19106,18267,1563,0.36
2021-01-13,Ohio,329318,957700,329295,,2.82,,2.82,8.19,17428,17428,1491,0.344
2021-01-12,Ohio,311890,866050,311867,,2.67,,2.67,7.41,,,,0.36
2021-03-03,Oklahoma,1147833,1551080,726784,10.45,29.01,413355,18.37,39.2,23171,30339,7667,0.74
2021-03-02,Oklahoma,1124662,1408880,713785,10.19,28.42,403289,18.04,35.6,5613,31154,7873,0.798
2021-03-01,Oklahoma,1119049,1399890,709513,10.16,28.28,401951,17.93,35.38,23687,32546,8225,0.799
2021-02-28,Oklahoma,1095362,1399890,693310,9.97,27.68,394484,17.52,35.38,48367,32772,8282,0.782
2021-02-27,Oklahoma,1046995,1399890,670674,9.32,26.46,368852,16.95,35.38,40931,30870,7801,0.748
2021-02-26,Oklahoma,1006064,1385540,651825,8.76,25.42,346826,16.47,35.02,38542,27507,6952,0.726
2021-02-25,Oklahoma,967522,1334690,634889,8.22,24.45,325335,16.05,33.73,32065,38155,9642,0.725
2021-02-24,Oklahoma,935457,1271050,617842,7.84,23.64,310347,15.61,32.12,28874,34146,8629,0.736
2021-02-23,Oklahoma,906583,1173350,600293,7.56,22.91,299132,15.17,29.65,15356,30281,7653,0.773
2021-02-22,Oklahoma,891227,1061775,594361,7.32,22.52,289719,15.02,26.83,25266,28963,7319,0.839
2021-02-21,Oklahoma,865961,1061775,584493,6.93,21.88,274345,14.77,26.83,35058,26230,6629,0.816
2021-02-20,Oklahoma,830903,1061775,572876,6.34,21,251032,14.48,26.83,17385,24295,6140,0.783
2021-02-19,Oklahoma,813518,1061775,565691,6.09,20.56,240890,14.3,26.83,113078,24738,6252,0.766
2021-02-18,Oklahoma,700440,816650,487252,5.29,17.7,209203,12.31,20.64,4003,10297,2602,0.858
2021-02-17,Oklahoma,696437,816650,485563,5.23,17.6,206905,12.27,20.64,1821,12862,3250,0.853
2021-02-16,Oklahoma,694616,816650,484478,5.21,17.55,206173,12.24,20.64,6131,15201,3842,0.851
2021-02-15,Oklahoma,,,,,,,,,6131,14633,3698,
2021-02-14,Oklahoma,682354,816650,477378,5.08,17.24,201044,12.06,20.64,21519,15515,3921,0.836
2021-02-13,Oklahoma,660835,815675,468199,4.77,16.7,188852,11.83,20.61,20482,17083,4317,0.81
2021-02-12,Oklahoma,640353,815675,458056,4.51,16.18,178566,11.58,20.61,11992,18523,4681,0.785
2021-02-11,Oklahoma,628361,815475,452166,4.36,15.88,172509,11.43,20.61,21955,20568,5198,0.771
2021-02-10,Oklahoma,606406,779400,440614,4.1,15.32,162188,11.14,19.7,18199,20567,5198,0.778
2021-02-09,Oklahoma,588207,750525,432422,3.85,14.86,152243,10.93,18.97,2153,20362,5146,0.784
2021-02-08,Oklahoma,586054,734625,431499,3.82,14.81,151019,10.9,18.57,12308,20353,5144,0.798
2021-02-07,Oklahoma,573746,734625,424612,3.68,14.5,145610,10.73,18.57,32494,19394,4901,0.781
2021-02-06,Oklahoma,541252,734625,406359,3.32,13.68,131556,10.27,18.57,30559,18707,4728,0.737
2021-02-05,Oklahoma,510693,700225,393313,2.89,12.91,114208,9.94,17.7,26309,17715,4477,0.729
